y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	F_statistic	p-value	coefficient	covariants	memo	FDR
ACC1.rppa	Q	ACVR1B	1	0.265272627608283	573	624.904774119772	0.24323900522868	0.622065416129586	0.131122117209603	Disease	NA	0.988785944982637
ACC1.rppa	Q	ACVR2A	1	1.55251391323952	573	623.617532834141	1.42650009893619	0.232830645312796	0.380638710419436	Disease	NA	0.949940657465262
ACC1.rppa	Q	AJUBA	1	1.23767480039419	573	623.932371946986	1.1366418742032	0.286812043561628	-0.285058473171476	Disease	NA	0.961290402099488
ACC1.rppa	Q	AKT1	1	0.207783512344122	573	624.962263235036	0.190507426731469	0.662659038077023	0.228925970658999	Disease	NA	0.991112359368933
ACC1.rppa	Q	APC	1	0.269815654947934	573	624.900231092432	0.247406486016001	0.619098008476324	0.0749903594806395	Disease	NA	0.988785944982637
ACC1.rppa	Q	AR	1	1.45009593791906	573	623.719950809461	1.33217635791396	0.248899566563669	0.298773529600356	Disease	NA	0.953164872150702
ACC1.rppa	Q	ARHGAP35	1	0.852435231490517	573	624.31761151589	0.782366825209503	0.376789249741918	0.163463852078458	Disease	NA	0.970712221531111
ACC1.rppa	Q	ARID1A	1	0.0219091124793067	573	625.148137634901	0.0200815145961044	0.887359467998279	0.0159513554011624	Disease	NA	0.999502212517249
ACC1.rppa	Q	ARID5B	1	0.0321271221966981	573	625.137919625183	0.0294476473763509	0.863810101238429	0.0418419378193801	Disease	NA	0.997754727368603
ACC1.rppa	Q	ASXL1	1	0.0428072573290592	573	625.127239490051	0.0392377053822837	0.84304873970992	-0.0415951918489003	Disease	NA	0.996970755762032
ACC1.rppa	Q	ATM	1	0.407475371390206	573	624.76257137599	0.373715389659722	0.541228438513506	-0.100264909404932	Disease	NA	0.988785944982637
ACC1.rppa	Q	ATR	1	9.58555932333309	573	615.584487424047	8.92245598204348	0.0029373377163373	0.581072877126506	Disease	NA	0.553225910245922
ACC1.rppa	Q	ATRX	1	0.00129233425673192	573	625.168754413123	0.00118449222530729	0.972557049208476	0.00618904892230992	Disease	NA	0.999723498323807
ACC1.rppa	Q	AXIN2	1	0.0137441113317891	573	625.156302636048	0.0125974508453449	0.910673716743167	0.0261323936518182	Disease	NA	0.999723498323807
ACC1.rppa	Q	B4GALT3	1	0.193162597835681	573	624.976884149545	0.177098019729896	0.674036899605728	-0.440387873673379	Disease	NA	0.992213170260314
ACC1.rppa	Q	BAP1	1	0.0417235361933308	573	625.128323211187	0.0382442857747494	0.845022753513151	0.0519169617387008	Disease	NA	0.996970755762032
ACC1.rppa	Q	BRAF	1	0.547564658823489	573	624.622482088557	0.502310689261064	0.478774818919936	0.189217286739956	Disease	NA	0.982852621656211
