y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	p-value	coefficient	covariants	memo	FDR
BK	B	ACVR1B	1	0.0156252005689161	707	11.6962276291378	0.900522915199958	-16.5079345471954	Disease	NA	1
BK	B	ACVR2A	1	0.0313733951819781	707	11.6804794345247	0.859409917967775	-17.5712944232596	Disease	NA	1
BK	B	AJUBA	1	0.0472465768565691	707	11.6646062528501	0.827925637300845	-17.3115525460468	Disease	NA	1
BK	B	AKT1	1	0	707	11.7118528297067	1	5.66299780563313e-13	Disease	NA	1
BK	B	APC	1	0.112029919600051	707	11.5998229101067	0.737844831513613	-17.1917953593202	Disease	NA	1
BK	B	AR	1	0.0156252002405228	707	11.6962276294662	0.900522916239874	-16.2751042149839	Disease	NA	1
BK	B	ARHGAP35	1	0.178982171238063	707	11.5328706584687	0.672249409457787	-18.3654362576932	Disease	NA	1
BK	B	ARID1A	1	0.614662458009541	707	11.0971903716972	0.433037693622204	-18.3266706435948	Disease	NA	1
BK	B	ARID5B	1	0.0472465767738743	707	11.6646062529328	0.827925637449077	-17.2634342212603	Disease	NA	1
BK	B	ASXL1	1	0.145225895466318	707	11.5666269342404	0.703140062290271	-18.2196769661306	Disease	NA	1
BK	B	ATM	1	0.248253596403865	707	11.4635992333029	0.618307467135694	-18.323834918228	Disease	NA	1
BK	B	ATR	1	0.0632467466047846	707	11.6486060831019	0.801436020388771	-17.1751918605067	Disease	NA	1
BK	B	ATRX	1	0.112029921134978	707	11.5998229085717	0.737844829783782	-17.5862279723342	Disease	NA	1
BK	B	AXIN2	1	0.0472465769369474	707	11.6646062527698	0.827925637156764	-17.3589352455721	Disease	NA	1
BK	B	B4GALT3	1	0	707	11.7118528297067	1	1.82955542714469e-12	Disease	NA	1
BK	B	BAP1	1	0.079375955037591	707	11.6324768746691	0.778144884820527	-18.1110367838223	Disease	NA	1
BK	B	BRAF	1	0.0156252002410167	707	11.6962276294657	0.900522916238311	-16.2758406766585	Disease	NA	1
BK	B	BRCA1	1	0.0632467474166543	707	11.6486060822901	0.801436019140975	-17.5421900822914	Disease	NA	1
BK	B	BRCA2	1	0.178982170043188	707	11.5328706596635	0.672249410488084	-17.9568490784725	Disease	NA	1
BK	B	C1QA	1	2.30926389122033e-14	707	11.7118528297067	0.999999878751369	2.00333178174167e-12	Disease	NA	1
BK	B	C1QB	1	0	707	11.7118528297067	1	-5.83921718248753e-14	Disease	NA	1
BK	B	C1QC	1	0	707	11.7118528297067	1	7.75429696419537e-13	Disease	NA	1
BK	B	C3AR1	1	0	707	11.7118528297067	1	-1.38560965309216e-12	Disease	NA	1
BK	B	CASP1	1	0.0313733955027651	707	11.680479434204	0.859409917256507	-18.027786298995	Disease	NA	1
BK	B	CASP5	1	7.89276780876055	707	3.81908502094616	0.00496328534380116	23.8126156669143	Disease	NA	0.455235168310433
BK	B	CBFB	1	0	707	11.7118528297067	1	7.45983565615456e-13	Disease	NA	1
BK	B	CCL2	1	0	707	11.7118528297067	1	-1.28675808157627e-13	Disease	NA	1
BK	B	CCL5	1	0	707	11.7118528297067	1	1.07851298937318e-13	Disease	NA	1
BK	B	CCND1	1	0.0313733956608253	707	11.6804794340459	0.859409916906046	-18.3618493000086	Disease	NA	1
BK	B	CD14	1	0	707	11.7118528297067	1	2.62529877115043e-13	Disease	NA	1
BK	B	CD86	1	0.0156252013042657	707	11.6962276284025	0.90052291287134	-17.3929097419335	Disease	NA	1
BK	B	CDH1	1	0.0793759535911143	707	11.6324768761156	0.778144886789051	-17.3684858442713	Disease	NA	1
BK	B	CDK12	1	0.0956362959386965	707	11.616216533768	0.757130460163051	-17.8080613571949	Disease	NA	1
BK	B	CDKN1A	1	0.301828586766096	707	11.4100242429406	0.582738325638027	-19.6635782498681	Disease	NA	1
BK	B	CDKN1B	1	0.0632467489159456	707	11.6486060807908	0.801436016836654	-19.2222929679658	Disease	NA	1
BK	B	CDKN2A	1	0.112029917581218	707	11.5998229121255	0.737844833788797	-16.8369275999364	Disease	NA	1
BK	B	CHEK2	1	0.0472465768554446	707	11.6646062528513	0.82792563730286	-17.3099092480249	Disease	NA	1
BK	B	CHUK	1	0.0793759556642968	707	11.6324768740424	0.778144883967637	-18.7560256995151	Disease	NA	1
BK	B	CRIPAK	1	0.0632467482987273	707	11.648606081408	0.801436017785281	-18.1982078646155	Disease	NA	1
BK	B	CTCF	1	0.0472465762041967	707	11.6646062535025	0.827925638470239	-16.9885247777519	Disease	NA	1
BK	B	CTNNB1	1	0.0632467474986704	707	11.648606082208	0.801436019014921	-17.5891820443196	Disease	NA	1
BK	B	DDX58	1	0.0313733950202799	707	11.6804794346864	0.859409918326302	-17.401625208788	Disease	NA	1
BK	B	DNMT3A	1	0.015625200568353	707	11.6962276291384	0.900522915201741	-16.5072895744093	Disease	NA	1
BK	B	EGFR	1	0.0472465761221308	707	11.6646062535846	0.827925638617344	-16.9541881211946	Disease	NA	1
BK	B	EGR3	1	0.0156252013851983	707	11.6962276283215	0.900522912615053	-17.563390237811	Disease	NA	1
BK	B	EIF2AK2	1	0.0313733956608058	707	11.6804794340459	0.859409916906089	-18.3621931907831	Disease	NA	1
BK	B	EIF4A2	1	0.0472465780574893	707	11.6646062516492	0.827925635148164	-18.5094484304429	Disease	NA	1
BK	B	ELF3	1	0.17898217209782	707	11.5328706576089	0.672249408716451	-18.815567684838	Disease	NA	1
BK	B	EP300	1	0.356878316588974	707	11.3549745131177	0.550245070779791	-18.5033366350129	Disease	NA	1
BK	B	EPHA3	1	0.0156251992548206	707	11.6962276304519	0.900522919361279	-15.7909064376447	Disease	NA	1
BK	B	EPHB6	1	0.0472465772607737	707	11.6646062524459	0.827925636576297	-17.5794182392911	Disease	NA	1
BK	B	EPPK1	1	0.063246746687124	707	11.6486060830196	0.80143602026222	-17.2073936869782	Disease	NA	1
BK	B	ERBB4	1	0.0472465741648929	707	11.6646062555418	0.827925642125744	-16.3690805670651	Disease	NA	1
BK	B	ERCC2	1	0.265952944603526	707	11.4458998851032	0.606059583145559	-19.323063065347	Disease	NA	1
BK	B	EZH2	1	0.0472465779007276	707	11.664606251806	0.827925635429164	-18.2466497415776	Disease	NA	1
BK	B	FBXW7	1	0.213317988064505	707	11.4985348416422	0.644179136199333	-18.1185736351	Disease	NA	1
BK	B	FGFR2	1	0.0313733951011113	707	11.6804794346056	0.859409918147078	-17.4829484839373	Disease	NA	1
BK	B	FGFR3	1	0.265952944453984	707	11.4458998852527	0.606059583246839	-19.2220791874102	Disease	NA	1
BK	B	FLT3	1	0.0472465774218822	707	11.6646062522848	0.827925636287506	-17.7102920984849	Disease	NA	1
BK	B	FOS	1	0.047246578286849	707	11.6646062514199	0.827925634737031	-19.0819367953261	Disease	NA	1
BK	B	FOXA1	1	0.112029923664455	707	11.5998229060423	0.737844826933113	-19.1878538178174	Disease	NA	1
BK	B	FOXA2	1	0.0156252013851024	707	11.6962276283216	0.900522912615356	-17.5629014856447	Disease	NA	1
BK	B	GATA3	1	0.0156252004045463	707	11.6962276293022	0.900522915720465	-16.3844876598557	Disease	NA	1
BK	B	H3F3C	1	0	707	11.7118528297067	1	-9.56463977337178e-14	Disease	NA	1
