y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	F_statistic	p-value	coefficient	covariants	memo	FDR
birth_days_to	Q	BK.int	1	14368515.2	66	1134730871.11538	0.835724159216581	0.363950282819368	-4238.00000000001	Disease	NA	0.983486997987705
birth_days_to	Q	EBV.int	1	567637.384615421	66	1148531748.93077	0.0326190960062664	0.857229051001964	554.499999999999	Disease	NA	0.983486997987705
birth_days_to	Q	HAC.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HBV.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HHV1.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HHV5.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HPV16.int	1	26751.7084929943	66	1149072634.60689	0.00153655452872364	0.96885013520965	-50.3711089494156	Disease	NA	0.983486997987705
birth_days_to	Q	HPV18.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HPV31.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HPV33.int	1	2293480.00854707	66	1146805906.30684	0.131992414524247	0.717536196832955	-910.055555555554	Disease	NA	0.983486997987705
birth_days_to	Q	HPV35.int	1	1372415.52024293	66	1147726970.79514	0.0789207073118446	0.779644207280969	-1186.81578947368	Disease	NA	0.983486997987705
birth_days_to	Q	HPV39.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HPV45.int	1	5807186.45000005	66	1143292199.86538	0.335237401029353	0.564562165169767	-2694.25	Disease	NA	0.983486997987705
birth_days_to	Q	HPV56.int	1	1208844.45000005	66	1147890541.86538	0.0695046529178211	0.792880767136814	-1229.25000000001	Disease	NA	0.983486997987705
birth_days_to	Q	HPV58.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HPV6.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
birth_days_to	Q	HPV6b.int	0	0	67	1149099386.31538	NA	NA	NA	Disease	NA	NA
