y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	F_statistic	p-value	coefficient	covariants	memo	FDR
ACC1.rppa	Q	BK.int	1	0.194409543631302	40	30.302762763755	0.256622863264249	0.615230971330638	0.49296240175	Disease	NA	0.947251213609338
ACC1.rppa	Q	EBV.int	1	0.165267644258837	40	30.3319046631275	0.217945620091232	0.643142679652568	-0.300838345214286	Disease	NA	0.956975382653699
ACC1.rppa	Q	HAC.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HBV.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HHV1.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HHV5.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HPV16.int	1	1.41836514900275	40	29.0788071583836	1.95106373005927	0.170174389652903	-0.543592438666668	Disease	NA	0.593586796254762
ACC1.rppa	Q	HPV18.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HPV31.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HPV33.int	1	0.298554626052926	40	30.1986176813334	0.395454691606591	0.533020981510454	0.413040728571428	Disease	NA	0.92262243282885
ACC1.rppa	Q	HPV35.int	1	0.0157940374068275	40	30.4813782699795	0.0207261459989593	0.886250373125917	0.129795890666667	Disease	NA	0.990410188025729
ACC1.rppa	Q	HPV39.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
ACC1.rppa	Q	HPV45.int	1	1.8279944305054	40	28.6691778768809	2.55046648125827	0.118132793394625	1.511619343	Disease	NA	0.563487878351826
ACC1.rppa	Q	HPV56.int	1	0.946076562499961	40	29.5510957448864	1.28059760716477	0.2645268257119	-1.087472162	Disease	NA	0.709263695902053
ACC1.rppa	Q	HPV58.int	0	0	41	30.4971723073863	NA	NA	NA	Disease	NA	NA
