y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	F_statistic	p-value	coefficient	covariants	memo	FDR
birth_days_to	Q	ACVR1B	1	25383060.7050896	901	15653600427.804	1.46101453149804	0.227085878469598	-1239.73175547058	Disease	NA	0.829216965122761
birth_days_to	Q	ACVR2A	1	11950160.6611118	901	15667033327.848	0.687245283159215	0.40732250458341	-1009.10390575523	Disease	NA	0.911027906341906
birth_days_to	Q	AJUBA	1	123346614.648405	901	15555636873.8607	7.14437478191342	0.0076558827539681	-1956.99555584808	Disease	NA	0.260060767298854
birth_days_to	Q	AKT1	1	9765005.95955658	901	15669218482.5496	0.561500267505932	0.453851983350283	-1403.09652043928	Disease	NA	0.91621038473417
birth_days_to	Q	APC	1	122144305.554306	901	15556839182.9548	7.07418891525282	0.00795909516281964	-1408.18846553303	Disease	NA	0.262167770969241
birth_days_to	Q	AR	1	7841435.42552948	901	15671142053.0836	0.450837169012316	0.502109770473487	-582.156595383185	Disease	NA	0.927187625662383
birth_days_to	Q	ARHGAP35	1	75526219.8693142	901	15603457268.6398	4.36115682125261	0.0370475764309413	-1466.39271908822	Disease	NA	0.4682641346562
birth_days_to	Q	ARID1A	1	106461592.090147	901	15572521896.419	6.15968916988843	0.0132507148883976	-1000.98782186647	Disease	NA	0.329034720236636
birth_days_to	Q	ARID5B	1	20348863.2819424	901	15658634625.2272	1.1708764049895	0.279510748435307	-897.990326644269	Disease	NA	0.863652706651165
birth_days_to	Q	ASXL1	1	24498319.4679909	901	15654485169.0411	1.41001033264972	0.23536762857612	-821.766739103884	Disease	NA	0.830887879179375
birth_days_to	Q	ATM	1	72354697.1962433	901	15606628791.3129	4.17717260053643	0.0412623406230257	-1160.89523803454	Disease	NA	0.487523524535097
birth_days_to	Q	ATR	1	23740.3550796509	901	15678959748.154	0.00136425249317218	0.970544385479867	-24.3594458457073	Disease	NA	0.991524198323886
birth_days_to	Q	ATRX	1	642329.752405167	901	15678341158.7567	0.0369132870025485	0.847684993221911	118.991840258663	Disease	NA	0.982155146880253
birth_days_to	Q	AXIN2	1	307770.645450592	901	15678675717.8637	0.0176865289225312	0.89423042303743	113.151665159039	Disease	NA	0.987798208923928
birth_days_to	Q	B4GALT3	1	3085615.72965431	901	15675897872.7795	0.177351230212218	0.673759940836367	1016.9041666267	Disease	NA	0.962663728949035
birth_days_to	Q	BAP1	1	3227.90034103394	901	15678980260.6088	0.00018549281642878	0.989136502604337	13.6079023532954	Disease	NA	0.993707373688461
birth_days_to	Q	BRAF	1	29771092.3147812	901	15649212396.1943	1.71406416479726	0.190792692505116	-1135.98972725493	Disease	NA	0.829216965122761
birth_days_to	Q	BRCA1	1	46766296.8288174	901	15632217191.6803	2.69548669431167	0.100981720647266	-1293.76119311162	Disease	NA	0.677574878664062
birth_days_to	Q	BRCA2	1	29880408.6511135	901	15649103079.858	1.72037004659423	0.189979532841707	-746.068139170971	Disease	NA	0.829216965122761
birth_days_to	Q	C1QA	1	6579.14898109436	901	15678976909.3601	0.000378073981882529	0.984491115626028	30.8221828147644	Disease	NA	0.992212621629739
birth_days_to	Q	C1QB	1	13684535.5362701	901	15665298952.9729	0.787075085843768	0.375222770312808	-3705.79151943449	Disease	NA	0.892488296126964
birth_days_to	Q	C1QC	1	15719241.2378521	901	15663264247.2713	0.904219971757937	0.341907698487564	-2295.22304836282	Disease	NA	0.878790939239402
birth_days_to	Q	C3AR1	1	1776400.40893936	901	15677207088.1002	0.102093233792214	0.749406055654862	388.382376963501	Disease	NA	0.976328146199277
birth_days_to	Q	CASP1	1	26864501.9429626	901	15652118986.5662	1.54643063162143	0.213986610382918	-1969.01364143436	Disease	NA	0.829216965122761
birth_days_to	Q	CASP5	1	9136190.92631721	901	15669847297.5828	0.525321521536564	0.468768633385684	-701.326937617483	Disease	NA	0.91621038473417
birth_days_to	Q	CBFB	1	47056245.2539024	901	15631927243.2552	2.71224886822958	0.0999292232387996	-2830.5431654677	Disease	NA	0.677574878664062
birth_days_to	Q	CCL2	1	22048202.5408859	901	15656935285.9682	1.26879431552238	0.260292905410133	-2716.25758461142	Disease	NA	0.844569354260316
birth_days_to	Q	CCL5	1	860983.74121666	901	15678122504.7679	0.049479543905866	0.824021805301443	929.530035335655	Disease	NA	0.976784844452201
birth_days_to	Q	CCND1	1	921411.756484985	901	15678062076.7526	0.0529524623980139	0.818055403600251	364.558992719187	Disease	NA	0.976328146199277
birth_days_to	Q	CD14	1	1155289.73873138	901	15677828198.7704	0.0663941485644431	0.79671996012073	-622.235184634433	Disease	NA	0.976328146199277
birth_days_to	Q	CD86	1	29008836.1242886	901	15649974652.3848	1.67009608184899	0.196577001857465	-1916.72193343518	Disease	NA	0.829216965122761
birth_days_to	Q	CDH1	1	126989317.763681	901	15551994170.7454	7.35708707506496	0.00680719863814653	1909.92594149906	Disease	NA	0.253559219050724
birth_days_to	Q	CDK12	1	21651915.9908543	901	15657331572.5183	1.24595792184671	0.264623493024971	-856.999967684339	Disease	NA	0.844569354260316
birth_days_to	Q	CDKN1A	1	24939380.9933529	901	15654044107.5158	1.43543624386637	0.231194345463314	1162.42788817755	Disease	NA	0.829216965122761
birth_days_to	Q	CDKN1B	1	15059728.0673981	901	15663923760.4417	0.866246235377682	0.352245912798378	-1602.02568068311	Disease	NA	0.88724037110545
birth_days_to	Q	CDKN2A	1	36328878.0581055	901	15642654610.451	2.09250411426231	0.148371052370039	-599.969609950259	Disease	NA	0.784998933106843
birth_days_to	Q	CHEK2	1	21552429.9197903	901	15657431058.5893	1.24022512282296	0.26572467263756	-862.906370805625	Disease	NA	0.844569354260316
birth_days_to	Q	CHUK	1	53020715.7709332	901	15625962772.7382	3.05719817744322	0.0807207185246767	-1900.67862768231	Disease	NA	0.659724970197922
birth_days_to	Q	CRIPAK	1	8129608.4965992	901	15670853880.0125	0.46741404849536	0.494355019536244	-746.649747320314	Disease	NA	0.927187625662383
