y	y_type	x	degrees_freedom	deviance	residual_degrees_freedom	residual_deviance	F_statistic	p-value	coefficient	covariants	memo	FDR
ACVR1B.RSEM	Q	ACVR1B.Meth	1	9.33522877260953	918	182.576080577344	46.937912053738	1.34177740871093e-11	-3.40092909018712	Disease	NA	1.5573555581459e-10
ACVR1B.RSEM	Q	ACVR2A.Meth	1	7.19349579125333	918	184.7178135587	35.7498229821351	3.20977214983721e-09	-3.49302159273997	Disease	NA	2.70487410643306e-08
ACVR1B.RSEM	Q	AKT1.Meth	1	3.91534987424214	918	187.995959475711	19.1189810386253	1.36865664886264e-05	-1.89779164318416	Disease	NA	6.37140449777433e-05
ACVR1B.RSEM	Q	APC.Meth	1	0.182891593245074	918	191.728417756708	0.875689084400759	0.349631226608766	-0.120498632879113	Disease	NA	0.459614061966573
ACVR1B.RSEM	Q	ARID1A.Meth	1	4.64851641199908	918	187.262792937954	22.7879655070031	2.10418306733744e-06	-2.66265641995282	Disease	NA	1.13544225846466e-05
ACVR1B.RSEM	Q	ARID5B.Meth	1	13.1627658085304	918	178.748543541423	67.6000977285206	6.79577620320266e-16	-3.51707131529122	Disease	NA	1.3001703589324e-14
ACVR1B.RSEM	Q	ASXL1.Meth	1	0.0478516880988877	918	191.863457661854	0.228953705985006	0.632414662532024	0.221480048398494	Disease	NA	0.722058975414472
ACVR1B.RSEM	Q	ATM.Meth	1	1.47180319860524	918	190.439506151348	7.09472190736433	0.00786657235550758	4.5514712129063	Disease	NA	0.0190361785637232
ACVR1B.RSEM	Q	ATR.Meth	1	2.76982174920963	918	189.141487600744	13.4433560718407	0.00025999630909843	-7.22113280761151	Disease	NA	0.000928158504381337
ACVR1B.RSEM	Q	AXIN2.Meth	1	0.00386599442606439	918	191.907443355527	0.0184932007903011	0.891859231274094	-0.0401043989053887	Disease	NA	0.925509856622958
ACVR1B.RSEM	Q	B4GALT3.Meth	1	2.39295709320132	918	189.518352256752	11.5911445271683	0.000691367568841782	-1.96979036124561	Disease	NA	0.00223771932021903
ACVR1B.RSEM	Q	BAP1.Meth	1	0.101841046871641	918	191.809468303082	0.487411189110024	0.485261193724821	-0.894598899321228	Disease	NA	0.590824603062004
ACVR1B.RSEM	Q	BRAF.Meth	1	0.134650485533427	918	191.77665886442	0.644547394096975	0.422276702944316	-0.357692434393746	Disease	NA	0.531630689078104
ACVR1B.RSEM	Q	BRCA1.Meth	1	1.82446431606746	918	190.086845033886	8.8110160482245	0.00307195855218734	-0.635184767389604	Disease	NA	0.00839278464823556
ACVR1B.RSEM	Q	BRCA2.Meth	1	1.23466919222543	918	190.676640157728	5.94423269429002	0.0149542844536521	1.6046170977957	Disease	NA	0.0331950819193612
ACVR1B.RSEM	Q	C1QA.Meth	1	0.431525348252421	918	191.479784001701	2.06883599624388	0.150677043048119	-0.244228447749791	Disease	NA	0.233351503187138
ACVR1B.RSEM	Q	C1QB.Meth	1	0.244251209397163	918	191.667058140556	1.16985470743838	0.279715136200763	0.142245775662095	Disease	NA	0.385600992175815
ACVR1B.RSEM	Q	C1QC.Meth	1	0.0651382603248862	918	191.846171089628	0.311692032416478	0.576779873588577	0.11748913703223	Disease	NA	0.673452084472077
ACVR1B.RSEM	Q	C3AR1.Meth	1	0.00593088367449468	918	191.905378466279	0.0283710193883014	0.866276613005949	0.0243755256467945	Disease	NA	0.906203714688411
ACVR1B.RSEM	Q	CASP1.Meth	1	0.621628950040048	918	191.289680399913	2.98320000819565	0.0844691489834648	-0.36362333952885	Disease	NA	0.144811018162013
ACVR1B.RSEM	Q	CASP5.Meth	1	0.770714315941177	918	191.140595034012	3.70154619382713	0.0546709812587298	-0.280786639481077	Disease	NA	0.100678714717999
ACVR1B.RSEM	Q	CBFB.Meth	1	1.88658926685903	918	190.024720083094	9.11401919823521	0.00260671148673445	-3.06754351745188	Disease	NA	0.00726958812209139
ACVR1B.RSEM	Q	CCL2.Meth	1	0.783467076050982	918	191.127842273902	3.76304554720026	0.0527030566762723	0.270203217311467	Disease	NA	0.0975637340878464
ACVR1B.RSEM	Q	CCL5.Meth	1	0.132589889381279	918	191.778719460572	0.634676875486377	0.425850958330374	0.113889809430119	Disease	NA	0.534956321125823
ACVR1B.RSEM	Q	CCND1.Meth	1	4.924636961587	918	186.986672388366	24.1772136644437	1.04068673533972e-06	-2.00836225431315	Disease	NA	5.93068650603144e-06
ACVR1B.RSEM	Q	CD14.Meth	1	0.507269169508277	918	191.404040180445	2.43293243533202	0.119155111842935	-0.283141105388237	Disease	NA	0.192775423643876
ACVR1B.RSEM	Q	CD86.Meth	1	0.963695061563868	918	190.947614288389	4.63306163741593	0.0316216186570953	0.270943872456761	Disease	NA	0.0630490918492184
ACVR1B.RSEM	Q	CDH1.Meth	1	7.48531772867403	918	184.425991621279	37.2589655856833	1.52440580913259e-09	-2.51095883728225	Disease	NA	1.34514154907786e-08
ACVR1B.RSEM	Q	CDK12.Meth	1	0.660826668163139	918	191.25048268179	3.17196000170682	0.0752430860621434	-2.22183292537873	Disease	NA	0.131633564362767
ACVR1B.RSEM	Q	CDKN1A.Meth	1	10.6519813268513	918	181.259328023102	53.9476724574593	4.54203259399558e-13	-3.21423114164797	Disease	NA	6.20271326117522e-12
ACVR1B.RSEM	Q	CDKN1B.Meth	1	2.34067053042367	918	189.57063881953	11.3347486736831	0.000792287001860424	-1.70839594169303	Disease	NA	0.00252225409900778
ACVR1B.RSEM	Q	CDKN2A.Meth	1	3.77981312446693	918	188.131496225486	18.4438465534862	1.93615753623624e-05	1.28085753444368	Disease	NA	8.77293501154047e-05
ACVR1B.RSEM	Q	CDKN2C.Meth	1	2.64067674151519	918	189.270632608438	12.8078044401426	0.000363246196617608	-2.78898621846894	Disease	NA	0.00125382786347535
ACVR1B.RSEM	Q	CEBPA.Meth	1	1.3993913959707	918	190.511917953983	6.74310203423283	0.00956159544163302	-1.01744419725637	Disease	NA	0.0225434858357111
ACVR1B.RSEM	Q	CHEK2.Meth	1	0.46701461906062	918	191.444294730893	2.23939512483403	0.134877309214112	2.60956341091443	Disease	NA	0.213482074276975
ACVR1B.RSEM	Q	CHUK.Meth	1	0.705929284339447	918	191.205380065614	3.38925130036211	0.0659452829124108	-1.64672169139607	Disease	NA	0.117777462462639
ACVR1B.RSEM	Q	CRIPAK.Meth	1	0.25317030009964	918	191.658139049854	1.21262961564609	0.271100604312466	1.14265687779314	Disease	NA	0.376344833467452
ACVR1B.RSEM	Q	CTCF.Meth	1	0.823402580245784	918	191.087906769708	3.95568501138376	0.0470097832226668	-2.3503207808361	Disease	NA	0.088615292153594
ACVR1B.RSEM	Q	CTNNB1.Meth	1	0.114243162911663	918	191.797066187042	0.546803064498555	0.459815952116819	0.427639397131906	Disease	NA	0.567134850059045
ACVR1B.RSEM	Q	DDX58.Meth	1	0.0564600993807858	918	191.854849250573	0.27015408489294	0.603353732671172	0.451485845475546	Disease	NA	0.696898463165375
ACVR1B.RSEM	Q	DNMT3A.Meth	1	0.0945691610986898	918	191.816740188855	0.452590789537573	0.50127649471486	-0.306307789079814	Disease	NA	0.605769606531244
ACVR1B.RSEM	Q	EGFR.Meth	1	1.00514316784157	918	190.906166182112	4.83337676583135	0.0281628081999854	-0.766623593908506	Disease	NA	0.0572763738312623
ACVR1B.RSEM	Q	EGR3.Meth	1	0.185210964713349	918	191.72609838524	0.886805015273515	0.346592330496305	-0.354625952505621	Disease	NA	0.456534780675268
ACVR1B.RSEM	Q	EIF2AK2.Meth	1	11.3588228968784	918	180.552486453075	57.7527323172278	7.32677298140503e-14	-3.13055103835021	Disease	NA	1.10649142595207e-12
ACVR1B.RSEM	Q	EIF4A2.Meth	1	7.28005773922877	918	184.631251610725	36.1969761148703	2.57378698692948e-09	-1.75262889195259	Disease	NA	2.19922189749086e-08
ACVR1B.RSEM	Q	ELF3.Meth	1	19.3597486503344	918	172.551560699619	102.996745952042	5.21195846148311e-23	-1.49699630108326	Disease	NA	1.94168374023128e-21
ACVR1B.RSEM	Q	EP300.Meth	1	12.5176241643139	918	179.393685185639	64.0556492885964	3.63907293791503e-15	-5.03326841272094	Disease	NA	6.39357479602671e-14
ACVR1B.RSEM	Q	EPHA3.Meth	1	0.955407616626132	918	190.955901733327	4.59301956159293	0.032364701198362	-0.433551559792658	Disease	NA	0.0643066244725826
ACVR1B.RSEM	Q	EPHB6.Meth	1	6.49029877308749e-06	918	191.911302859655	3.10460831900635e-05	0.995555499612576	0.00130209337055595	Disease	NA	0.997112865971836
ACVR1B.RSEM	Q	EPPK1.Meth	1	0.401874908761357	918	191.509434441192	1.92638638049037	0.165491092027754	0.450895481785633	Disease	NA	0.252082286965592
ACVR1B.RSEM	Q	ERBB4.Meth	1	0.669870530671631	918	191.241438819282	3.21552248797741	0.0732719873571997	0.357842847356682	Disease	NA	0.128708676317939
ACVR1B.RSEM	Q	ERCC2.Meth	1	1.49164838327181	918	190.419660966682	7.19113356725868	0.0074579782181267	-3.10243745322766	Disease	NA	0.0181704069312607
ACVR1B.RSEM	Q	EZH2.Meth	1	0.213250837239798	918	191.698058512714	1.02121153497833	0.31249807953563	-0.718786337541994	Disease	NA	0.420703404777283
ACVR1B.RSEM	Q	FBXW7.Meth	1	1.79068167412473	918	190.120627675829	8.64633047419448	0.00335944605311903	-1.76423925370211	Disease	NA	0.00906842918800078
ACVR1B.RSEM	Q	FGFR2.Meth	1	1.33161661074081	918	190.579692739213	6.41424084114154	0.0114864804027867	0.739249464499584	Disease	NA	0.0264586924338286
ACVR1B.RSEM	Q	FGFR3.Meth	1	0.0041923627886149	918	191.907116987165	0.0200544362312831	0.88741622626028	-0.0329416354599863	Disease	NA	0.922324592290074
ACVR1B.RSEM	Q	FLT3.Meth	1	0.0456017670236974	918	191.86570758293	0.218186056565946	0.640536386298145	0.064416064367763	Disease	NA	0.728870252961456
ACVR1B.RSEM	Q	FOS.Meth	1	7.33278048855215	918	184.578528861401	36.4695315864474	2.24984953654209e-09	-2.21321581015587	Disease	NA	1.93928013746213e-08
ACVR1B.RSEM	Q	FOXA1.Meth	1	2.11792007130671	918	189.793389278647	10.2440376498314	0.00141836707133592	-0.963538065724279	Disease	NA	0.00423250204215794
ACVR1B.RSEM	Q	FOXA2.Meth	1	0.0991568912371577	918	191.812152458716	0.474558180954162	0.491071695187973	0.08903273250025	Disease	NA	0.596343118531167
ACVR1B.RSEM	Q	GATA3.Meth	1	0.220449248236008	918	191.690860101717	1.05572279123413	0.304463399033612	-0.198132445341703	Disease	NA	0.412367614958862
ACVR1B.RSEM	Q	H3F3C.Meth	1	0.0817758704905316	918	191.829533479463	0.39133832913348	0.531752240704519	0.178218686862949	Disease	NA	0.632957366891612
ACVR1B.RSEM	Q	HGF.Meth	1	0.751946244042074	918	191.159363105911	3.61105331601347	0.0577098301397299	-0.235099852307242	Disease	NA	0.105281911972494
ACVR1B.RSEM	Q	HIST1H1C.Meth	1	0.0171117178491329	918	191.894197632104	0.0818605105278907	0.774856311650083	-0.599561270889325	Disease	NA	0.83775404948313
ACVR1B.RSEM	Q	HIST1H2BD.Meth	1	0.216109698292172	918	191.695199651661	1.03491742825442	0.309274529782936	0.892258170733401	Disease	NA	0.417401164711092
ACVR1B.RSEM	Q	IDH1.Meth	1	0.0668050771545268	918	191.844504272799	0.319670667973109	0.571943781811403	1.03846937901737	Disease	NA	0.669259751799648
ACVR1B.RSEM	Q	IDH2.Meth	1	0.0281368379903881	918	191.883172511963	0.134611164371727	0.713782683634033	0.218358603278697	Disease	NA	0.788981052038727
ACVR1B.RSEM	Q	IFI35.Meth	1	3.18128520334898	918	188.730024146604	15.4740605257688	8.99497322702181e-05	-1.20745754880328	Disease	NA	0.000356317421457752
ACVR1B.RSEM	Q	IFIH1.Meth	1	1.74816612103197	918	190.163143228921	8.43915635731497	0.00376041124265389	-2.28313758877141	Disease	NA	0.00999786401945961
ACVR1B.RSEM	Q	IFIT1.Meth	1	0.572317012223266	918	191.33899233773	2.74584396417017	0.097849272653052	0.404806897543326	Disease	NA	0.16374230035322
ACVR1B.RSEM	Q	IFIT3.Meth	1	0.0255105432903804	918	191.885798806663	0.12204487714156	0.726907271376129	-0.0961169429359813	Disease	NA	0.799777499247411
ACVR1B.RSEM	Q	IFITM1.Meth	1	0.391013549191541	918	191.520295800762	1.87421618506297	0.171327838192608	-0.194238280345408	Disease	NA	0.259294525495064
ACVR1B.RSEM	Q	IFNGR1.Meth	1	11.3817564954233	918	180.52955285453	57.8766872104199	6.90506652202085e-14	-5.75409666923102	Disease	NA	1.04682481507575e-12
ACVR1B.RSEM	Q	IL1B.Meth	1	0.138374687933236	918	191.77293466202	0.662387337121292	0.415929438394256	-0.170288140758698	Disease	NA	0.525586513445278
ACVR1B.RSEM	Q	IRF7.Meth	1	5.10435080258677	918	186.806958547367	25.0836161201486	6.58267454790157e-07	-0.977673752687705	Disease	NA	3.87569745462528e-06
ACVR1B.RSEM	Q	ISG15.Meth	1	1.4851646656191	918	190.426144684334	7.15963223063923	0.0075890341556591	-0.550429881991146	Disease	NA	0.018453780192497
ACVR1B.RSEM	Q	JAK2.Meth	1	0.0116396607976696	918	191.899669689156	0.055681224618932	0.813509597379295	-0.153457035292805	Disease	NA	0.867168113956851
ACVR1B.RSEM	Q	KEAP1.Meth	1	3.9977465552692	918	187.913562794684	19.5298906750383	1.10858745864077e-05	-2.55825072298533	Disease	NA	5.25943844973964e-05
ACVR1B.RSEM	Q	KIT.Meth	1	0.0756126264401473	918	191.835696723513	0.361832506971302	0.547638777836442	-0.095368233254054	Disease	NA	0.647177477328838
ACVR1B.RSEM	Q	KRAS.Meth	1	3.85988193112493	918	188.051427418828	18.842566958457	1.57736098985938e-05	-3.71753041995314	Disease	NA	7.25949940017029e-05
ACVR1B.RSEM	Q	LIFR.Meth	1	0.305484482941409	918	191.605824867012	1.46360245329105	0.226669241925769	-0.307463506599419	Disease	NA	0.326177655208988
ACVR1B.RSEM	Q	LRRK2.Meth	1	0.880392087702575	918	191.030917262251	4.2307284501045	0.0399805021775117	0.34635705930343	Disease	NA	0.0770476834277667
ACVR1B.RSEM	Q	LY96.Meth	1	1.13843483377906	918	190.772874516174	5.47815395694827	0.0194688915076166	0.219972074361279	Disease	NA	0.0417024028137414
ACVR1B.RSEM	Q	MALAT1.Meth	1	0.279696423105349	918	191.631612926848	1.33986930699542	0.247358099275079	1.27019944928429	Disease	NA	0.349590135068901
ACVR1B.RSEM	Q	MAP2K4.Meth	1	2.25177773736021	918	189.659531612593	10.8991725610664	0.000999180209375445	-1.70458001785462	Disease	NA	0.00310373805080846
ACVR1B.RSEM	Q	MAP3K1.Meth	1	0.366556263127961	918	191.544753086825	1.75676255354767	0.185358596290741	1.29117468731136	Disease	NA	0.276501274083246
ACVR1B.RSEM	Q	MAPK8IP1.Meth	1	0.532608708182437	918	191.378700641771	2.55480255886302	0.110303662535673	-0.399020386930671	Disease	NA	0.180792411339502
ACVR1B.RSEM	Q	MECOM.Meth	1	0.847250856166227	918	191.064058493787	4.07076188003139	0.0439221518890751	-0.482528136846952	Disease	NA	0.0835501114943776
ACVR1B.RSEM	Q	MIR142.Meth	1	11.563171746122	918	180.348137603831	58.8583381230018	4.319460799464e-14	0.824629052978801	Disease	NA	6.73380947168989e-13
ACVR1B.RSEM	Q	MLL2.Meth	1	2.83959520886256	918	189.071714141091	13.7870882145311	0.00021708101588233	-1.52948641218087	Disease	NA	0.000786624944935565
ACVR1B.RSEM	Q	MLL3.Meth	1	0.00868747996065622	918	191.902621869993	0.0415580909013597	0.838509635822173	-0.0773711108849757	Disease	NA	0.884991711091441
ACVR1B.RSEM	Q	MLL4.Meth	1	0.234919836646526	918	191.676389513307	1.12510680417704	0.289100461802364	-0.908499128913825	Disease	NA	0.395666375714898
ACVR1B.RSEM	Q	MTOR.Meth	1	2.59240084891238	918	189.318908501041	12.5704505595566	0.000411690800155186	-2.41327313238331	Disease	NA	0.00140484127653352
ACVR1B.RSEM	Q	MX1.Meth	1	0.845607539167247	918	191.065701810786	4.06283133811361	0.0441279141457368	-0.692176579003759	Disease	NA	0.0838878836208309
ACVR1B.RSEM	Q	MYD88.Meth	1	0.274417061809118	918	191.636892288144	1.31454262137581	0.251872587393747	1.89786944586368	Disease	NA	0.354714011127794
ACVR1B.RSEM	Q	NAV3.Meth	1	1.37162962752942	918	190.539679722424	6.60836629885349	0.0103066552341381	-0.295355773338544	Disease	NA	0.0240386754702691
ACVR1B.RSEM	Q	NCOR1.Meth	1	0.773229923719811	918	191.138079426234	3.71367689842636	0.0542767233106141	-0.804672958356633	Disease	NA	0.1000664614923
ACVR1B.RSEM	Q	NF1.Meth	1	0.169926473518188	918	191.741382876435	0.813556783358677	0.367307358863141	0.502457635214207	Disease	NA	0.477132155178878
ACVR1B.RSEM	Q	NFE2L2.Meth	1	10.4071260258369	918	181.504183324116	52.6364820730214	8.53524471252266e-13	-3.98441907402295	Disease	NA	1.13190665790203e-11
ACVR1B.RSEM	Q	NFE2L3.Meth	1	3.34234656092019	918	188.568962789033	16.2713635242161	5.9450586403907e-05	-1.0073510386894	Disease	NA	0.00024465382575276
ACVR1B.RSEM	Q	NOD2.Meth	1	0.293001947898318	918	191.618307402055	1.40370610625575	0.236410664837264	0.298860270872153	Disease	NA	0.337305596693809
ACVR1B.RSEM	Q	NOTCH1.Meth	1	1.71683099690347	918	190.19447835305	8.28652266251299	0.00408676134283526	-0.748935584521156	Disease	NA	0.0107636684712138
ACVR1B.RSEM	Q	NPM1.Meth	1	0.0114913250731092	918	191.89981802488	0.0549715811390013	0.814680016506534	0.173418969272509	Disease	NA	0.868018456548227
ACVR1B.RSEM	Q	NRAS.Meth	1	0.767966801801265	918	191.143342548152	3.68829756064333	0.0551050491557948	-0.667700350196998	Disease	NA	0.101356033425186
ACVR1B.RSEM	Q	NSD1.Meth	1	0.322683847963191	918	191.58862550199	1.54614488023002	0.21402291625003	0.395431944695658	Disease	NA	0.311463416179278
ACVR1B.RSEM	Q	OAS1.Meth	1	0.143184612654608	918	191.768124737299	0.685429210912882	0.407938613472151	0.264497871392902	Disease	NA	0.518009223167833
ACVR1B.RSEM	Q	OAS2.Meth	1	0.483579509971094	918	191.427729839982	2.319026561745	0.128144364559242	-0.450827544189414	Disease	NA	0.20458956742522
ACVR1B.RSEM	Q	OAS3.Meth	1	3.11048988027909	918	188.800819469674	15.124032396241	0.000107931139661433	-1.60382703139567	Disease	NA	0.000419341265314553
ACVR1B.RSEM	Q	OASL.Meth	1	2.40253848298056	918	189.508770866973	11.6381438035095	0.000674330486826669	-1.1131257594831	Disease	NA	0.00218900986119857
ACVR1B.RSEM	Q	PBRM1.Meth	1	0.727506653361957	918	191.183802696591	3.49324105058291	0.0619380785936926	-1.51156389411184	Disease	NA	0.111766221522118
